"281471451578225","281471451578225","RES","VE","Venezuela (Bolivarian Republic of)","Zulia","Maracaibo","4 Ever Plug C.A.","4net.com.ve","ISP","271951","4 Ever Plug C.A.","2","-","-","59"
"281471451602076","281471451602076","RES","BR","Brazil","Rio Grande do Norte","Montanhas","A B Bispo Servicos","abbsolucoes.com.br","ISP","267047","A B Bispo Servicos","14","-","-","47"
"281471451617025","281471451617025","RES","BR","Brazil","Rondonia","Nova Brasilandia d'Oeste","Uni Telecom Ltda","souuni.com.br","ISP","273309","Uni Telecom Ltda","14","-","-","47"
"281471451638524","281471451638524","RES","BR","Brazil","Rio de Janeiro","Conselheiro Paulino","Zap Fibra Servicos de Telecomunicacoes Ltda","zapfibraservicosdetelecomunicacoes.com","ISP","267027","T S Vieira Provedor de Internet Ltda","15","-","-","46"
"281471451659654","281471451659656","DCH","BO","Bolivia (Plurinational State of)","La Paz","La Paz","NextCloud S.A.","nextcloudgen.net","DCH","209272","Alviva Holding Limited","1","-","-","3"
"281471451673731","281471451673731","RES","EC","Ecuador","El Oro","Pasaje","Orbinet","orbinet.com","ISP","269838","Mena Cornejo Hector Elias (TECMESH)","21","-","-","40"
"281471451695828","281471451695828","RES","PY","Paraguay","Alto Parana","Hernandarias","Flytec Telecom Sociedad Anonima","flytectelecom.com.py","ISP","266673","Flytec Telecom Sociedad Anonima","28","SCANNER","-","41"
"281471451708545","281471451708545","RES","AR","Argentina","Misiones","Obera","Obercom S.r.l.","obercom.com.ar","ISP","266668","Obercom S.r.l.","3","-","Webshare","58"
"281471451722343","281471451722343","RES","BR","Brazil","Minas Gerais","Nova Serrana","Vero S.A","verointernet.com.br","ISP","267085","Vero S.A","20","-","-","41"
"281471451735810","281471451735810","RES","AR","Argentina","Formosa","Formosa","Television Orientada S.A.","tvofiber.com.ar","ISP","266704","Television Orientada S.A.","29","-","-","32"
"281471451748990","281471451748990","RES","BR","Brazil","Parana","Imbau","NetFibra Telecomunicacoes Ltda - ME","netfibratelecomunicacoes.com.br","ISP","267106","NetFibra Telecomunicacoes Ltda - ME","21","-","-","40"
"281471451765974","281471451765974","RES","BR","Brazil","Minas Gerais","Ipatinga","BR Net Ltda","brnet.psi.br","ISP","267120","BR Net Ltda","24","-","-","37"
"281471451793430","281471451793430","RES","AR","Argentina","Formosa","Clorinda","Gimenez Pedro Santiago","clorindaconectada.com","ISP","266710","Gimenez Pedro Santiago (ClorindaConectada)","19","-","-","42"
"281471451806449","281471451806449","RES","BR","Brazil","Bahia","Canapolis","Click Net Solucoes em Internet Ltda","clicknet-telecom.net.br","ISP","267150","Click Net Solucoes em Internet Ltda","13","-","-","48"
"281471451817850","281471451817850","RES","BR","Brazil","Parana","Curitiba","Uno Internet Ltda","unointernet.com.br","ISP","267178","Uno Internet Ltda","13","-","-","48"
"281471451834722","281471451834722","PUB","VE","Venezuela (Bolivarian Republic of)","Distrito Capital","Caracas","Soluciones DCN Network C.A","dcnnetwork.com.ve","DCH","266742","Soluciones DCN Network C.A","30","-","-","80"
"281471451852811","281471451852811","RES","EC","Ecuador","Santo Domingo de los Tsachilas","Juan Pazmino","Telealfacom S.A.S.","alfanet.net.ec","ISP","264825","Telealfacom S.A.S.","15","-","-","46"
"281471451877480","281471451877480","RES","PE","Peru","Lima","Lima","Pontifica Universidad Catolica del Peru","optical.pe","ISP","27843","On Empresas S.A.C.","21","-","-","40"
"281471451896745","281471451896745","RES","BR","Brazil","Sao Paulo","Sorocaba","Proxer Telecomunicacoes Ltda ME","proxer.com.br","ISP","267261","Proxer Telecomunicacoes Ltda ME","19","-","-","42"
"281471451919905","281471451919905","RES","BR","Brazil","Minas Gerais","Pacu","DG Telecom Servicos de Telecomunicacoes Ltda","dgtelecomdns.com.br","ISP","267229","DG Telecom Servicos de Telecomunicacoes Ltda","25","-","-","36"
"281471451929447","281471451929447","RES","BR","Brazil","Rio Grande do Sul","Tabai","Teutonet Telecomunicacoes Ltda","teutonet.com.br","ISP","267301","Teutonet Telecomunicacoes Ltda","13","-","-","48"
"281471451945699","281471451945699","RES","BR","Brazil","Sao Paulo","Sorocaba","Alares Cabo Servicos de Telecomunicacoes S.A.","alaresinternet.com.br","ISP","268323","Azza Telecom Serviaos em Telecomunicaaaes Ltda","19","-","-","42"
"281471451949185","281471451949185","RES","PE","Peru","Lima","Lima","On Empresas S.A.C.","optical.pe","ISP","27843","On Empresas S.A.C.","20","-","-","41"
"281471451973062","281471451973062","RES","BR","Brazil","Sao Paulo","Brasilandia","Rivaldo Viturino Nunes Borges - ME","rmnetwork.net.br","ISP","267279","Rivaldo Viturino Nunes Borges - ME","12","-","-","49"
"281471451996675","281471451996675","RES","BR","Brazil","Paraiba","Mari","Rrnet Mari","rrnetmari.com.br","ISP","267304","Rrnet Mari","27","-","-","34"
"281471452010867","281471452010867","RES","BR","Brazil","Paraiba","Joao Pessoa","D.R Servicos de Comunicacao Ltda - ME","tely.com.br","ISP","267317","D.R Servicos de Comunicacao Ltda - ME","10","-","-","51"
"281471452032170","281471452032170","RES","BR","Brazil","Rio Grande do Sul","Alvorada","Trindadeweb Provedor","tri.com.br","ISP","267372","Trindadeweb Provedor","25","-","-","36"
"281471452053954","281471452053954","RES","BR","Brazil","Parana","Cascavel","Mundial Telecomunicacao Ltda - ME","mundialtelecom.net.br","ISP","267335","Mundial Telecomunicacao Ltda - ME","27","-","-","34"
"281471452065409","281471452065409","RES","BR","Brazil","Alagoas","Junqueiro","A do Nascimento Santos Informatica","annet.net.br","ISP","267343","A do Nascimento Santos Informatica","21","-","-","40"
"281471452074565","281471452074565","RES","BR","Brazil","Pernambuco","Caruaru","Bom Jesus Net Ltda","bomjesusnet.net.br","ISP","267345","Bom Jesus Net Ltda","28","-","-","33"
"281471452088975","281471452088975","RES","BR","Brazil","Tocantins","Palmas","Pronto Fibra Ltda","prontofibra.com.br","ISP","266356","Pronto Fibra Ltda","12","-","-","49"
"281471452108739","281471452108739","RES","BR","Brazil","Rio de Janeiro","Rio de Janeiro","Prime Telecom BP Ltda","primetelecombp.com","ISP","267373","Agil Tecomunicacoes Ltda","25","-","-","36"
"281471452124968","281471452124968","RES","BR","Brazil","Sao Paulo","Sao Paulo","Mega IP Connect","megaipconnect.com.br","ISP","267398","Mega IP Connect","19","-","-","42"
"281471452143614","281471452143614","RES","BR","Brazil","Pernambuco","Recife","2D Telecom Ltda - ME","2dtelecom.com.br","ISP","267410","2D Telecom Ltda - ME","19","-","-","42"
"281471452160983","281471452160983","RES","BR","Brazil","Para","Barreira do Campo","Norte.net Telecomunicacoes Ltda","nortenettelecom.com.br","ISP","61621","Norte.net Telecomunicacoes Ltda","27","-","-","34"
"281471452177776","281471452177776","RES","DO","Dominican Republic","La Vega","Constanza","Une Comunicaciones SRL","une.do","ISP","266798","Une Comunicaciones SRL","8","-","-","53"
"281471452206955","281471452206955","RES","BR","Brazil","Parana","General Carneiro","Protek Informatica Eireli ME","proteknet.com.br","ISP","268227","Protek Informatica Eireli ME","28","-","-","33"
"281471452219560","281471452219560","RES","BR","Brazil","Sao Paulo","Campinas","Clicknet Telecom. Provedor de Internet Ltda","clicknet.net.br","ISP","268238","Clicknet Telecom. Provedor de Internet Ltda","4","-","-","57"
"281471452224298","281471452224299","RES","BR","Brazil","Bahia","Itaquena","Fibranet Brasil","fibranetbrasil.com.br","ISP","268255","Fibranet Brasil","27","-","-","34"
"281471452250587","281471452250587","RES","BR","Brazil","Piaui","Barra Azul","Suprinet Telecom","vianet.online","ISP","268330","Suprinet Telecom","26","-","-","35"
"281471452274105","281471452274105","RES","BR","Brazil","Alagoas","Arapiraca","Infonet Telecomunicacoes Ltda","infonet-isp.com.br","ISP","268267","Infonet Telecomunicacoes Ltda","9","-","-","52"
"281471452288996","281471452288996","RES","BR","Brazil","Tocantins","Alianca do Tocantins","Infotel Engenharia & Telecomunicacoes SCM Ltda","infotel-to.com.br","ISP","265041","Infotel Engenharia & Telecomunicacoes SCM Ltda","28","-","-","33"
"281471452306175","281471452306175","RES","BR","Brazil","Pernambuco","Condado","Acess Telecomunicacoes Ltda - EPP","acesstelecom.com","ISP","268299","Acess Telecomunicacoes Ltda - EPP","11","-","-","50"
"281471452325632","281471452325632","PUB","PY","Paraguay","Amambay","Pedro Juan Caballero","Mongelos Arce Marcial","deltanetpy.net","DCH","266831","Mongelos Arce Marcial(Delta Networks)","30","-","-","80"
"281471452342172","281471452342172","RES","BR","Brazil","Goias","Uruana","Oraclon Telecom","oraclon.com.br","ISP","268335","Oraclon Telecom","16","-","-","45"
"281471452362505","281471452362505","RES","CO","Colombia","Cundinamarca","Cota","Conexion Digital Express S.A.S.","conexiondigital.co","ISP","266860","Conexion Digital Express S.A.S.","29","-","-","32"
"281471452378648","281471452378648","RES","BR","Brazil","Sao Paulo","Campinas","Tecklink Net Telecomunicacoes Eireli - EPP","tecklink.net.br","ISP","268344","Tecklink Net Telecomunicacoes Eireli - EPP","12","-","-","49"
"281471452397232","281471452397232","RES","AR","Argentina","Buenos Aires","Isidro Casanova","Nunez Baddouh Marcelo Ricardo","nunezbaddouhmarceloricardo.com","ISP","266854","Nunez Baddouh Marcelo Ricardo (Sernet)","26","-","-","35"
"281471452417563","281471452417563","RES","BR","Brazil","Tocantins","Miranorte","Netbox Telecom Eireli - ME","sulnettelecom.com.br","ISP","269258","Netbox Telecom Eireli - ME","16","-","-","45"
"281471452430733","281471452430733","RES","BR","Brazil","Rio de Janeiro","Areal","Eletronica BK 2009 Ltda","netfibranet.com.br","ISP","268380","Eletronica BK 2009 Ltda","28","-","-","33"
"281471452446240","281471452446240","RES","BR","Brazil","Paraiba","Alagoa Grande","LM Sistemas Ltda","lmsistemas.com","ISP","268401","LM Sistemas Ltda","5","-","-","56"
"281471452606492","281471452606492","RES","EG","Egypt","Al Iskandariyah","Alexandria","Link Egypt","link.com.eg","ISP","24863","LINKdotNET","23","-","-","38"
"281471452792816","281471452792816","RES","EG","Egypt","Al Jizah","Giza","Link Egypt","link.com.eg","ISP","24863","LINKdotNET","17","-","-","44"
"281471452944338","281471452944338","RES","EG","Egypt","Al Qahirah","Cairo","Link Egypt","link.com.eg","ISP","24863","LINKdotNET","3","-","-","58"
"281471452981592","281471452981592","PUB","IN","India","Haryana","Gurgaon","Lightstorm Telecom Connectivity Private Limited","lightstorm.net","DCH","135709","Lightstorm Telecom Connectivity Private Limited","30","-","-","80"
"281471453051856","281471453051857","VPN","LT","Lithuania","Vilniaus apskritis","Vilnius","code200 UAB","code200.global","DCH","13332","Hype Enterprises","1","-","code200","99"
"281471453063731","281471453063739","DCH","SG","Singapore","Singapore","Singapore","DZCRD Networks Ltd","dzcrd.com","DCH","132817","DZCRD Networks Ltd","1","-","-","3"
"281471453165268","281471453165268","RES","IN","India","West Bengal","Kolkata","Futain Trading Co.","alliancebroadband.in","ISP","23860","Alliance Broadband Services Pvt. Ltd.","28","-","-","33"
"281471453228092","281471453228092","RES","IN","India","Maharashtra","Thane","Rank Infratel Pvt Ltd","rankinfratel.com","ISP","58678","Intech Online Private Limited","12","-","-","49"
"281471453279895","281471453280058","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Turunc Smart Bilgisayar Teknoloji Ve Dis Ticaret Limited Sirketi","digiturunc.com","DCH","48011","Turunc Smart Bilgisayar Teknoloji Ve Dis Ticaret Limited Sirketi","1","-","-","3"
"281471453512652","281471453512652","RES","RU","Russian Federation","Samarskaya oblast'","Samara","JSC ER-Telecom Holding","ertelecom.ru","ISP","34533","JSC ER-Telecom Holding","26","-","-","35"
"281471453562292","281471453562292","RES","TR","Turkiye","Malatya","Malatya","Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi","milleni.com.tr","ISP","34296","Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi","8","-","-","53"
"281471453576817","281471453576817","RES","TR","Turkiye","Mersin","Erdemli","Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi","milleni.com.tr","ISP","34296","Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi","20","-","-","41"
"281471453595833","281471453595833","RES","TR","Turkiye","Istanbul","Istanbul","Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi","milleni.com.tr","ISP","34296","Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi","26","-","-","35"
"281471453618972","281471453618972","RES","TR","Turkiye","Istanbul","Istanbul","Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi","milleni.com.tr","ISP","34296","Millenicom Telekomunikasyon Hizmetleri Anonim Sirketi","5","-","-","56"
"281471453629672","281471453629672","RES","TR","Turkiye","Istanbul","Istanbul","Vodafone Net Iletisim Hizmetler AS","vodafone.net.tr","ISP","8386","Vodafone Net Iletisim Hizmetler AS","27","-","-","34"
"281471453654043","281471453654043","RES","TR","Turkiye","Istanbul","Istanbul","Vodafone Net Iletisim Hizmetler AS","vodafone.net.tr","ISP","8386","Vodafone Net Iletisim Hizmetler AS","20","-","-","41"
"281471453665939","281471453665939","RES","TR","Turkiye","Tekirdag","Cerkezkoy","Vodafone Net Iletisim Hizmetler AS","vodafone.net.tr","ISP","8386","Vodafone Net Iletisim Hizmetler AS","5","-","-","56"
"281471453681470","281471453681470","RES","TR","Turkiye","Istanbul","Istanbul","Vodafone Net Iletisim Hizmetler AS","vodafone.net.tr","ISP","8386","Vodafone Net Iletisim Hizmetler AS","19","-","-","42"
"281471453758674","281471453758674","DCH","DE","Germany","Sachsen","Falkenstein","Picosoft GmbH","picotronic.de","DCH","24940","Hetzner Online GmbH","1","-","-","3"
"281471453797805","281471453797805","DCH","DE","Germany","Sachsen","Falkenstein","iApps Technologies GmbH","iapps-technologies.com","DCH","24940","Hetzner Online GmbH","1","-","-","3"
"281471453884959","281471453884959","RES","DE","Germany","Baden-Wurttemberg","Stuttgart","Vodafone West GmbH","unitymedia.de","ISP","3209","Vodafone GmbH","4","-","-","57"
"281471453918567","281471453918567","RES","ES","Spain","Andalucia","Malaga","XFERA Moviles S.A.","yoigo.com","ISP/MOB","15704","Xtra Telecom S.A.","29","-","-","32"
"281471453937630","281471453937630","RES","ES","Spain","Valenciana, Comunidad","San Miguel de Salinas","XFERA Moviles S.A.","yoigo.com","ISP/MOB","15704","Xtra Telecom S.A.","5","-","-","56"
"281471454023612","281471454023617","DCH","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru","DCH","35048","Biterika Group LLC","1","-","-","3"
"281471454032423","281471454032423","RES","RU","Russian Federation","Tverskaya oblast'","Tver'","Regionsvyaz OOO","regsv.com","ISP","205569","Regionsvyaz OOO","12","-","-","49"
"281471454041387","281471454041388","DCH","RU","Russian Federation","Tverskaya oblast'","Tver'","LAN-Service Ltd.","net-art.cz","DCH","60931","LAN-Service Ltd.","1","-","-","3"
"281471454047784","281471454047784","PUB","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru","DCH","35048","Biterika Group LLC","30","-","-","80"
"281471454059252","281471454059252","VPN","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru","DCH","35048","Biterika Group LLC","1","SPAM/SCANNER/BOTNET","-","99"
"281471454074839","281471454074840","PUB","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Pervyi TSOD OOO","virty.io","DCH","44676","Perviy TSOD LLC","30","-","-","80"
"281471454166184","281471454166184","RES","BG","Bulgaria","Sofia (stolitsa)","Sofia","Vivacom Bulgaria Ead","vivacom.bg","ISP/MOB","8866","Vivacom Bulgaria Ead","22","-","-","39"
"281471454233217","281471454233217","RES","MT","Malta","Ta' Xbiex","Ta' Xbiex","Go P.L.C.","go.com.mt","ISP/MOB","15735","Go P.L.C.","13","-","-","48"
"281471454287504","281471454287504","RES","GR","Greece","Dytiki Ellada","Ayios Vasilios","Nova Telecommunications & Media Single Member S.A","nova.gr","ISP/MOB","1241","Nova Telecommunications & Media Single Member S.A","1","-","-","60"
"281471454556160","281471454558207","DCH","NO","Norway","Viken","Rygge","iteam Braathe AS","braathe.no","DCH","21119","iteam Braathe AS","1","-","-","3"
"281471454641233","281471454641233","RES","RS","Serbia","Zapadnobacki okrug","Bogojevo","Abakus Backa Palanka","abakusbp.net","ISP","8400","Telekom Srbija a.d.","1","-","-","60"
"281471454730396","281471454730399","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Ecclestonhotel Neta","virtual1.co.uk","DCH","47474","Virtual1 Limited","1","-","-","3"
"281471454816864","281471454816871","DCH","DE","Germany","Nordrhein-Westfalen","Dusseldorf","myLoc Colocation/Enterprise Line","myloc.de","DCH","24961","Wiit AG","1","-","-","3"
